index_code,date,close,open,high,low,SP500,gold,WTI_oil,label
eur_usd,2/1/1996,1.25510 ,1.23400 ,1.27320 ,1.23050 ,640.43000 ,399.90000 ,19.54000 ,1.25570 
eur_usd,3/1/1996,1.25570 ,1.25520 ,1.26280 ,1.24580 ,645.50000 ,395.80000 ,21.47000 ,1.22690 
eur_usd,4/1/1996,1.22690 ,1.25450 ,1.26130 ,1.22400 ,654.17000 ,391.90000 ,21.20000 ,1.23920 
eur_usd,5/1/1996,1.23920 ,1.22630 ,1.24050 ,1.21900 ,669.12000 ,390.90000 ,19.76000 ,1.24320 
eur_usd,6/1/1996,1.24320 ,1.23910 ,1.25030 ,1.22950 ,670.63000 ,380.10000 ,20.92000 ,1.27670 
eur_usd,7/1/1996,1.27670 ,1.24360 ,1.28370 ,1.23840 ,639.95000 ,387.50000 ,20.42000 ,1.27300 
eur_usd,8/1/1996,1.27300 ,1.27720 ,1.27990 ,1.25800 ,651.99000 ,386.90000 ,22.25000 ,1.25040 
eur_usd,9/1/1996,1.25040 ,1.27230 ,1.27520 ,1.24750 ,687.33000 ,377.70000 ,24.38000 ,1.26420 
eur_usd,10/1/1996,1.26420 ,1.25120 ,1.27310 ,1.24130 ,705.27000 ,378.10000 ,23.35000 ,1.25400 
eur_usd,11/1/1996,1.25400 ,1.26420 ,1.28620 ,1.25310 ,757.02000 ,373.00000 ,23.75000 ,1.25380 
eur_usd,12/1/1996,1.25380 ,1.25480 ,1.25940 ,1.23050 ,740.74000 ,368.30000 ,25.92000 ,1.17960 
eur_usd,1/1/1997,1.17960 ,1.25270 ,1.25590 ,1.17030 ,786.16000 ,344.90000 ,24.15000 ,1.14680 
eur_usd,2/1/1997,1.14680 ,1.17730 ,1.18110 ,1.13890 ,790.82000 ,364.70000 ,20.30000 ,1.16610 
eur_usd,3/1/1997,1.16610 ,1.14550 ,1.16820 ,1.12930 ,757.12000 ,351.00000 ,20.41000 ,1.12550 
eur_usd,4/1/1997,1.12550 ,1.16250 ,1.16850 ,1.12280 ,801.34000 ,340.00000 ,20.21000 ,1.14100 
eur_usd,5/1/1997,1.14100 ,1.12790 ,1.16680 ,1.12400 ,848.28000 ,344.80000 ,20.88000 ,1.12670 
eur_usd,6/1/1997,1.12670 ,1.13400 ,1.14350 ,1.11950 ,885.14000 ,334.20000 ,19.80000 ,1.07330 
eur_usd,7/1/1997,1.07330 ,1.12600 ,1.12950 ,1.06650 ,954.31000 ,324.10000 ,20.14000 ,1.08780 
eur_usd,8/1/1997,1.08780 ,1.07090 ,1.10000 ,1.04190 ,899.47000 ,324.50000 ,19.61000 ,1.11220 
eur_usd,9/1/1997,1.11220 ,1.08500 ,1.12080 ,1.06730 ,947.28000 ,334.30000 ,21.18000 ,1.14300 
eur_usd,10/1/1997,1.14300 ,1.11170 ,1.15150 ,1.10050 ,914.62000 ,311.30000 ,21.08000 ,1.12300 
eur_usd,11/1/1997,1.12300 ,1.14050 ,1.16350 ,1.11650 ,955.40000 ,296.90000 ,19.15000 ,1.09910 
eur_usd,12/1/1997,1.09910 ,1.12280 ,1.12370 ,1.09800 ,970.43000 ,289.20000 ,17.64000 ,1.07900 
eur_usd,1/1/1998,1.07900 ,1.09800 ,1.12060 ,1.07150 ,980.28000 ,302.90000 ,17.21000 ,1.08840 
eur_usd,2/1/1998,1.08840 ,1.07700 ,1.10500 ,1.07330 ,1049.34000 ,299.10000 ,15.44000 ,1.07680 
eur_usd,3/1/1998,1.07680 ,1.09170 ,1.09830 ,1.07170 ,1101.75000 ,300.50000 ,15.61000 ,1.10200 
eur_usd,4/1/1998,1.10200 ,1.07620 ,1.10930 ,1.07000 ,1111.75000 ,306.80000 ,15.39000 ,1.10290 
eur_usd,5/1/1998,1.10290 ,1.10280 ,1.12110 ,1.09920 ,1090.82000 ,292.30000 ,15.20000 ,1.09520 
eur_usd,6/1/1998,1.09520 ,1.10500 ,1.11810 ,1.08660 ,1133.84000 ,297.00000 ,14.18000 ,1.10950 
eur_usd,7/1/1998,1.10950 ,1.09550 ,1.11700 ,1.07900 ,1120.67000 ,286.30000 ,14.21000 ,1.13020 
eur_usd,8/1/1998,1.13020 ,1.11000 ,1.13020 ,1.08770 ,957.28000 ,275.70000 ,13.34000 ,1.17950 
eur_usd,9/1/1998,1.17950 ,1.12270 ,1.18310 ,1.11930 ,1017.01000 ,296.40000 ,16.14000 ,1.18870 
eur_usd,10/1/1998,1.18870 ,1.17820 ,1.22930 ,1.17700 ,1098.67000 ,292.70000 ,14.42000 ,1.16010 
eur_usd,11/1/1998,1.16010 ,1.19060 ,1.19420 ,1.14590 ,1163.63000 ,292.50000 ,11.22000 ,1.17230 
eur_usd,12/1/1998,1.17230 ,1.15970 ,1.19550 ,1.15740 ,1229.23000 ,288.10000 ,12.05000 ,1.13660 
eur_usd,1/1/1999,1.13660 ,1.17420 ,1.19090 ,1.13380 ,1279.64000 ,286.30000 ,12.75000 ,1.10250 
eur_usd,2/1/1999,1.10250 ,1.13890 ,1.13970 ,1.09230 ,1238.33000 ,287.50000 ,12.27000 ,1.07700 
eur_usd,3/1/1999,1.07700 ,1.09870 ,1.10720 ,1.06830 ,1286.37000 ,279.80000 ,16.76000 ,1.05700 
eur_usd,4/1/1999,1.05700 ,1.07760 ,1.08880 ,1.05420 ,1335.18000 ,286.80000 ,18.66000 ,1.04230 
eur_usd,5/1/1999,1.04230 ,1.05890 ,1.08440 ,1.03930 ,1301.84000 ,270.40000 ,16.84000 ,1.03570 
eur_usd,6/1/1999,1.03570 ,1.04310 ,1.05630 ,1.02590 ,1372.71000 ,263.10000 ,19.29000 ,1.07070 
eur_usd,7/1/1999,1.07070 ,1.03620 ,1.07470 ,1.01070 ,1328.72000 ,256.90000 ,20.53000 ,1.05640 
